1,1,始祖_1_1,F,998,1049,,,1,始祖
2,1,始祖_1_2,F,1005,1073,,,1,始祖
3,1,始祖_1_3,M,1003,1044,,,1,始祖
4,1,始祖_1_4,M,1004,1084,,,1,始祖
5,1,始祖_1_5,M,995,1043,,,1,始祖
6,1,始祖_1_6,F,1004,1084,,,1,始祖
7,1,始祖_1_7,F,996,1057,,,1,始祖
8,1,始祖_1_8,M,998,1042,,,1,始祖
9,1,始祖_1_9,M,996,1056,,,1,始祖
10,1,始祖_1_10,F,998,1088,,,1,始祖
11,1,始祖_1_11,F,1001,1070,,,1,始祖
12,1,始祖_1_12,M,998,1063,,,1,始祖
13,1,始祖_1_13,F,999,1085,,,1,始祖
14,1,始祖_1_14,F,1002,1052,,,1,始祖
15,1,始祖_1_15,F,1005,1046,,,1,始祖
16,1,始祖_1_16,F,1005,1071,,,1,始祖
17,1,始祖_1_17,F,999,1073,,,1,始祖
18,1,始祖_1_18,F,1000,1050,,,1,始祖
19,1,始祖_1_19,F,1004,1051,,,1,始祖
20,1,始祖_1_20,F,999,1080,,,1,始祖
21,1,始祖_1_21,F,1004,1050,,,1,始祖
22,1,始祖_1_22,F,997,1061,,,1,始祖
23,1,始祖_1_23,F,1003,1064,,,1,始祖
24,1,始祖_1_24,F,995,1063,,,1,始祖
25,1,始祖_1_25,F,1004,1080,,,1,始祖
26,1,始祖_1_26,F,996,1065,,,1,始祖
27,1,始祖_1_27,M,996,1079,,,1,始祖
28,1,始祖_1_28,F,998,1061,,,1,始祖
29,1,始祖_1_29,M,999,1042,,,1,始祖
30,1,始祖_1_30,M,996,1038,,,1,始祖
31,1,始祖_1_31,M,1005,1050,,,1,始祖
32,1,始祖_1_32,M,997,1077,,,1,始祖
33,1,始祖_1_33,F,998,1062,,,1,始祖
34,1,始祖_1_34,F,995,1085,,,1,始祖
35,1,始祖_1_35,M,1002,1088,,,1,始祖
36,1,始祖_1_36,M,997,1062,,,1,始祖
37,1,始祖_1_37,F,1002,1050,,,1,始祖
38,1,始祖_1_38,F,998,1068,,,1,始祖
39,1,始祖_1_39,F,996,1056,,,1,始祖
40,1,始祖_1_40,F,1005,1089,,,1,始祖
41,1,始祖_1_41,M,996,1041,,,1,始祖
42,1,始祖_1_42,M,1003,1079,,,1,始祖
43,1,始祖_1_43,F,997,1048,,,1,始祖
44,1,始祖_1_44,F,997,1037,,,1,始祖
45,1,始祖_1_45,F,1004,1070,,,1,始祖
46,1,始祖_1_46,F,1001,1074,,,1,始祖
47,1,始祖_1_47,M,1005,1091,,,1,始祖
48,1,始祖_1_48,M,999,1048,,,1,始祖
49,1,始祖_1_49,F,1005,1051,,,1,始祖
50,1,始祖_1_50,M,995,1060,,,1,始祖
51,1,始祖_1_51,F,999,1055,,,1,始祖
52,1,始祖_1_52,M,998,1049,,,1,始祖
53,1,始祖_1_53,F,996,1081,,,1,始祖
54,1,始祖_1_54,M,1003,1050,,,1,始祖
55,1,始祖_1_55,F,997,1048,,,1,始祖
56,1,始祖_1_56,F,999,1072,,,1,始祖
57,1,始祖_1_57,M,999,1052,,,1,始祖
58,1,始祖_1_58,F,1004,1074,,,1,始祖
59,1,始祖_1_59,F,1005,1079,,,1,始祖
60,1,始祖_1_60,F,1003,1085,,,1,始祖
61,1,始祖_1_61,F,995,1043,,,1,始祖
62,1,始祖_1_62,M,995,1060,,,1,始祖
63,1,始祖_1_63,M,1001,1072,,,1,始祖
64,1,始祖_1_64,M,1004,1064,,,1,始祖
65,1,始祖_1_65,M,999,1040,,,1,始祖
66,1,始祖_1_66,M,1001,1045,,,1,始祖
67,1,始祖_1_67,M,996,1069,,,1,始祖
68,1,始祖_1_68,F,1000,1071,,,1,始祖
69,1,始祖_1_69,M,1002,1047,,,1,始祖
70,1,始祖_1_70,F,998,1057,,,1,始祖
71,1,始祖_1_71,F,999,1052,,,1,始祖
72,1,始祖_1_72,F,1003,1078,,,1,始祖
73,1,始祖_1_73,M,995,1050,,,1,始祖
74,1,始祖_1_74,M,1004,1082,,,1,始祖
75,1,始祖_1_75,F,1005,1092,,,1,始祖
76,1,始祖_1_76,F,1004,1052,,,1,始祖
77,1,始祖_1_77,M,1004,1090,,,1,始祖
78,1,始祖_1_78,M,1005,1046,,,1,始祖
79,1,始祖_1_79,M,995,1076,,,1,始祖
80,1,始祖_1_80,M,997,1082,,,1,始祖
81,1,始祖_1_81,M,1001,1076,,,1,始祖
82,1,始祖_1_82,M,995,1052,,,1,始祖
83,1,始祖_1_83,M,1002,1073,,,1,始祖
84,1,始祖_1_84,M,1002,1063,,,1,始祖
85,1,始祖_1_85,M,1000,1073,,,1,始祖
86,1,始祖_1_86,M,996,1057,,,1,始祖
87,1,始祖_1_87,F,1002,1092,,,1,始祖
88,1,始祖_1_88,M,1005,1056,,,1,始祖
89,1,始祖_1_89,F,999,1084,,,1,始祖
90,1,始祖_1_90,F,997,1072,,,1,始祖
91,1,始祖_1_91,F,1005,1045,,,1,始祖
92,1,始祖_1_92,F,997,1064,,,1,始祖
93,1,始祖_1_93,F,995,1037,,,1,始祖
94,1,始祖_1_94,M,995,1063,,,1,始祖
95,1,始祖_1_95,M,997,1057,,,1,始祖
96,1,始祖_1_96,F,996,1068,,,1,始祖
97,1,始祖_1_97,F,1003,1061,,,1,始祖
98,1,始祖_1_98,M,996,1040,,,1,始祖
99,1,始祖_1_99,M,996,1042,,,1,始祖
100,1,始祖_1_100,F,999,1089,,,1,始祖
101,1,始祖_1_101,F,1000,1072,,,1,始祖
102,1,始祖_1_102,F,1005,1073,,,1,始祖
103,1,始祖_1_103,M,997,1066,,,1,始祖
104,1,始祖_1_104,F,997,1087,,,1,始祖
105,1,始祖_1_105,M,997,1058,,,1,始祖
106,1,始祖_1_106,M,999,1046,,,1,始祖
107,1,始祖_1_107,M,1003,1071,,,1,始祖
108,1,始祖_1_108,M,1001,1091,,,1,始祖
109,1,始祖_1_109,F,1001,1068,,,1,始祖
